GEOID,NAME,pop,asian,chinese,ch_pct,NEAR_DIST,LOCALE,STATEFP,LOC_NAME,taiwan,cmb_asian,cmb_chns,Shape_Length,Shape_Area
17031191100,Census Tract 1911; Cook County; Illinois,6295,175,58,1,0.6,11,17,Large City,0,175,58,0.037956858377920,0.000089277633905
17031831800,Census Tract 8318; Cook County; Illinois,7545,2610,58,1,1.0,11,17,Large City,0,2793,58,0.064441581259476,0.000207652207763
17031804312,Census Tract 8043.12; Cook County; Illinois,1736,869,58,3,2.2,41,17,Fringe Rural,0,935,68,0.132205878102106,0.000893240862995
17201003805,Census Tract 38.05; Winnebago County; Illinois,7008,251,58,1,1.8,21,17,Large Suburban,0,286,93,0.197868283674378,0.001781824247215
17089850105,Census Tract 8501.05; Kane County; Illinois,7595,477,58,1,1.7,21,17,Large Suburban,0,616,102,0.137227176501754,0.000900101016397
17031160502,Census Tract 1605.02; Cook County; Illinois,3911,472,58,1,0.3,11,17,Large City,0,560,70,0.027444858037693,0.000033620009607
17031810900,Census Tract 8109; Cook County; Illinois,5899,130,58,1,0.8,21,17,Large Suburban,0,166,58,0.048438624144473,0.000115694019954
17097864303,Census Tract 8643.03; Lake County; Illinois,4681,132,58,1,4.1,41,17,Fringe Rural,0,202,72,0.182734649853970,0.001581297128820
19013001702,Census Tract 17.02; Black Hawk County; Iowa,2154,78,58,3,4.4,41,19,Fringe Rural,0,93,58,0.149002590097508,0.000955990232951
21111010322,Census Tract 103.22; Jefferson County; Kentucky,3116,336,58,2,5.7,41,21,Fringe Rural,0,376,58,0.149515588989510,0.000940710744572
22055001414,Census Tract 14.14; Lafayette Parish; Louisiana,6110,159,58,1,1.5,22,22,Midsize Suburban,0,178,58,0.130937637623974,0.000980475721149
22089063100,Census Tract 631; St. Charles Parish; Louisiana,7355,71,58,1,6.9,41,22,Fringe Rural,0,84,71,0.393203884417537,0.006526873587973
22075050201,Census Tract 502.01; Plaquemines Parish; Louisiana,4537,244,58,1,3.0,,,,0,244,58,0.317056020796849,0.002589125981548
24003751200,Census Tract 7512; Anne Arundel County; Maryland,5076,178,58,1,2.6,21,24,Large Suburban,0,312,58,0.305594041026585,0.002690270935024
24031703404,Census Tract 7034.04; Montgomery County; Maryland,3831,185,58,2,1.2,21,24,Large Suburban,0,247,92,0.031725635332123,0.000059241827799
25017316201,Census Tract 3162.01; Middlesex County; Massachusetts,4388,249,58,1,2.7,21,25,Large Suburban,0,267,58,0.162909446666938,0.000797171077643
25021440102,Census Tract 4401.02; Norfolk County; Massachusetts,3100,80,58,2,3.3,21,25,Large Suburban,0,80,58,0.176099465933945,0.001570210351156
25017326101,Census Tract 3261.01; Middlesex County; Massachusetts,5181,405,58,1,2.6,41,25,Fringe Rural,0,524,89,0.394751980164817,0.003977258185588
25023503102,Census Tract 5031.02; Plymouth County; Massachusetts,7456,218,58,1,2.5,21,25,Large Suburban,0,352,132,0.263970580560197,0.002322402046663
25005641800,Census Tract 6418; Bristol County; Massachusetts,1923,75,58,3,0.5,21,25,Large Suburban,0,80,58,0.038935085393126,0.000056599521471
25017317301,Census Tract 3173.01; Middlesex County; Massachusetts,3418,603,58,2,1.5,21,25,Large Suburban,0,705,160,0.103620905887796,0.000458038183144
25017331102,Census Tract 3311.02; Middlesex County; Massachusetts,7022,193,58,1,1.5,21,25,Large Suburban,0,237,74,0.172059074325685,0.001493507501427
25001013100,Census Tract 131; Barnstable County; Massachusetts,5951,58,58,1,5.8,13,25,Small City,0,58,58,0.230761620794062,0.002701098516431
25025160400,Census Tract 1604; Suffolk County; Massachusetts,3356,112,58,2,0.6,21,25,Large Suburban,0,136,58,0.062111415004096,0.000139376907533
26125196200,Census Tract 1962; Oakland County; Michigan,3960,609,58,1,1.7,13,26,Small City,61,644,58,0.101980299978735,0.000618412502748
26125198100,Census Tract 1981; Oakland County; Michigan,2554,381,58,2,1.2,13,26,Small City,0,381,58,0.069506761888910,0.000294931609926
26139024501,Census Tract 245.01; Ottawa County; Michigan,5761,128,58,1,1.3,31,26,Fringe Town,0,246,127,0.097311743733110,0.000223401478726
26065004492,Census Tract 44.92; Ingham County; Michigan,3373,157,58,2,1.0,13,26,Small City,8,255,66,0.038224014266648,0.000034541302979
27139080700,Census Tract 807; Scott County; Minnesota,4173,380,58,1,3.7,41,27,Fringe Rural,0,436,58,0.362282174029211,0.003759855058642
29183312094,Census Tract 3120.94; St. Charles County; Missouri,6810,217,58,1,4.2,41,29,Fringe Rural,0,217,58,0.131639742919154,0.000990615687305
29510127300,Census Tract 1273; St. Louis city; Missouri,4472,98,58,1,1.1,11,29,Large City,0,347,58,0.061082859498953,0.000222320472352
32031002207,Census Tract 22.07; Washoe County; Nevada,5426,476,58,1,2.4,11,32,Large City,0,655,58,0.104805897554396,0.000566986268208
32003003642,Census Tract 36.42; Clark County; Nevada,4565,304,58,1,2.0,11,32,Large City,0,326,58,0.065616171679463,0.000262835093194
32023960411,Census Tract 9604.11; Nye County; Nevada,3676,103,58,2,28.8,43,32,Remote Rural,27,103,58,1.718898364742797,0.127127943472826
33015003801,Census Tract 38.01; Rockingham County; New Hampshire,3616,71,58,2,2.8,22,33,Midsize Suburban,0,86,58,0.197200981859226,0.001541609100589
33015069300,Census Tract 693; Rockingham County; New Hampshire,2127,58,58,3,1.3,23,33,Small Suburban,0,58,58,0.102338302574614,0.000322873425321
33011010600,Census Tract 106; Hillsborough County; New Hampshire,6721,142,58,1,0.9,13,33,Small City,0,143,59,0.091189400972860,0.000281998013377
34017016300,Census Tract 163; Hudson County; New Jersey,4295,237,58,1,0.2,21,34,Large Suburban,0,266,58,0.018953708250835,0.000017544021721
34013016400,Census Tract 164; Essex County; New Jersey,3884,145,58,1,0.9,21,34,Large Suburban,9,220,58,0.074179697438599,0.000240302043181
34003054400,Census Tract 544; Bergen County; New Jersey,7747,504,58,1,0.4,21,34,Large Suburban,0,686,117,0.068065425400048,0.000244629955429
34025812502,Census Tract 8125.02; Monmouth County; New Jersey,4841,445,58,1,5.6,41,34,Fringe Rural,0,463,61,0.449943751483389,0.005501593712678
34005703000,Census Tract 7030; Burlington County; New Jersey,6028,398,58,1,0.9,21,34,Large Suburban,0,398,58,0.234377475819776,0.001856290637976
34027045501,Census Tract 455.01; Morris County; New Jersey,5059,261,58,1,2.7,21,34,Large Suburban,0,425,105,0.177551341458699,0.000854053092516
36103111002,Census Tract 1110.02; Suffolk County; New York,5348,130,58,1,0.7,21,36,Large Suburban,31,249,97,0.061762656157010,0.000214995843632
36119011602,Census Tract 116.02; Westchester County; New York,3571,272,58,2,1.7,,,,0,272,58,0.101999306749684,0.000486903895908
36061021000,Census Tract 210; New York County; New York,6324,358,58,1,0.2,11,36,Large City,0,421,88,0.027921936210413,0.000034263120888
36047064800,Census Tract 648; Kings County; New York,1933,103,58,3,0.3,11,36,Large City,0,103,58,0.016627264770388,0.000016121460204
36047049200,Census Tract 492; Kings County; New York,2759,566,58,2,0.1,11,36,Large City,0,639,97,0.023360372420650,0.000017739371586
36103123001,Census Tract 1230.01; Suffolk County; New York,5850,277,58,1,0.5,21,36,Large Suburban,0,392,83,0.066275929454972,0.000215406473385
36059409700,Census Tract 4097; Nassau County; New York,4035,144,58,1,0.3,21,36,Large Suburban,0,216,58,0.069787166263882,0.000185625909760
36059415300,Census Tract 4153; Nassau County; New York,5958,92,58,1,0.4,21,36,Large Suburban,0,248,173,0.065989289789396,0.000207243307673
36081006900,Census Tract 69; Queens County; New York,4531,876,58,1,0.3,11,36,Large City,21,939,64,0.021112381562296,0.000022449595963
36039081101,Census Tract 811.01; Greene County; New York,4182,58,58,1,8.5,42,36,Distant Rural,0,79,79,0.474566674727794,0.008470088624999
36109002000,Census Tract 20; Tompkins County; New York,4312,187,58,1,1.8,42,36,Distant Rural,0,216,66,0.395000358172115,0.006093729482253
37129012009,Census Tract 120.09; New Hanover County; North Carolina,6505,80,58,1,1.6,12,37,Midsize City,0,145,67,0.105924069339613,0.000627379390087
39061010004,Census Tract 100.04; Hamilton County; Ohio,5231,58,58,1,1.8,11,39,Large City,0,58,58,0.062653663934224,0.000164197886908
39165030504,Census Tract 305.04; Warren County; Ohio,5630,155,58,1,1.6,21,39,Large Suburban,0,306,194,0.118533516610240,0.000858079786671
40109108228,Census Tract 1082.28; Oklahoma County; Oklahoma,1972,118,58,3,2.5,21,40,Large Suburban,0,118,58,0.064473171248450,0.000257549157495
41051001102,Census Tract 11.02; Multnomah County; Oregon,1359,117,58,4,0.4,11,41,Large City,0,175,58,0.040804267322897,0.000093994959136
41005020700,Census Tract 207; Clackamas County; Oregon,4052,89,58,1,0.3,21,41,Large Suburban,0,151,68,0.119067282811149,0.000406295592985
41039004700,Census Tract 47; Lane County; Oregon,3938,242,58,1,0.9,12,41,Midsize City,27,289,58,0.057598007479972,0.000182632361848
41005022702,Census Tract 227.02; Clackamas County; Oregon,6936,174,58,1,3.9,41,41,Fringe Rural,13,436,97,0.382353280910306,0.006102035652587
42045402000,Census Tract 4020; Delaware County; Pennsylvania,2399,130,58,2,0.4,21,42,Large Suburban,0,147,58,0.050947469614338,0.000087504687620
42055011900,Census Tract 119; Franklin County; Pennsylvania,7195,58,58,1,3.8,41,42,Fringe Rural,0,58,58,0.441388286808156,0.009638484455380
42133020722,Census Tract 207.22; York County; Pennsylvania,4416,58,58,1,2.0,22,42,Midsize Suburban,0,58,58,0.166424048483492,0.000793602755617
42071011802,Census Tract 118.02; Lancaster County; Pennsylvania,6564,325,58,1,1.0,21,42,Large Suburban,0,353,77,0.093959291526975,0.000452056569404
42077006701,Census Tract 67.01; Lehigh County; Pennsylvania,4721,58,58,1,2.3,21,42,Large Suburban,0,180,73,0.166275698322754,0.000869168059271
42101002200,Census Tract 22; Philadelphia County; Pennsylvania,2546,128,58,2,0.2,11,42,Large City,2,153,76,0.020349445268602,0.000024036552971
42091201004,Census Tract 2010.04; Montgomery County; Pennsylvania,5874,797,58,1,1.0,21,42,Large Suburban,0,844,58,0.077792934885229,0.000358369053101
44007013202,Census Tract 132.02; Providence County; Rhode Island,5532,147,58,1,7.2,41,44,Fringe Rural,0,176,61,0.474034461264768,0.010641338117002
44009050402,Census Tract 504.02; Washington County; Rhode Island,2683,58,58,2,5.5,41,44,Fringe Rural,0,58,58,0.219719892666691,0.002213899077890
47187050909,Census Tract 509.09; Williamson County; Tennessee,4729,244,58,1,2.7,41,47,Fringe Rural,0,244,58,0.231927039590538,0.003053582333895
47037018412,Census Tract 184.12; Davidson County; Tennessee,4228,365,58,1,2.0,11,47,Large City,0,382,58,0.104716322518117,0.000312065664927
48121021642,Census Tract 216.42; Denton County; Texas,3635,253,58,2,0.4,11,48,Large City,0,288,58,0.032560268782731,0.000058686606890
48245000306,Census Tract 3.06; Jefferson County; Texas,3689,58,58,2,0.9,12,48,Midsize City,0,58,58,0.077093914727778,0.000283964278826
48201451004,Census Tract 4510.04; Harris County; Texas,2114,73,58,3,0.4,11,48,Large City,0,73,58,0.023523003939773,0.000033584862577
48439111530,Census Tract 1115.30; Tarrant County; Texas,5199,266,58,1,1.6,11,48,Large City,0,339,76,0.096509455766038,0.000491296720374
48201522301,Census Tract 5223.01; Harris County; Texas,3816,214,58,2,0.5,11,48,Large City,12,280,65,0.047147457696652,0.000130721034916
48121020130,Census Tract 201.30; Denton County; Texas,3482,325,58,2,3.1,41,48,Fringe Rural,0,394,58,0.176655856208117,0.001098999929181
48201511301,Census Tract 5113.01; Harris County; Texas,4839,146,58,1,0.7,11,48,Large City,0,248,73,0.052645870794583,0.000168767470120
48029181823,Census Tract 1818.23; Bexar County; Texas,3102,111,58,2,1.0,11,48,Large City,0,119,58,0.063309648950074,0.000188781906088
48453000307,Census Tract 3.07; Travis County; Texas,2017,69,58,3,0.5,11,48,Large City,0,133,63,0.048002236429468,0.000112085139177
48027020201,Census Tract 202.01; Bell County; Texas,8240,389,58,1,5.4,13,48,Small City,0,676,71,0.240131068885108,0.002415285597068
49043964307,Census Tract 9643.07; Summit County; Utah,5281,130,58,1,2.5,41,49,Fringe Rural,0,226,106,0.186113987999921,0.001434407151620
49035103700,Census Tract 1037; Salt Lake County; Utah,2653,97,58,2,1.5,12,49,Midsize City,0,280,130,0.039521003784366,0.000094569186267
49011125908,Census Tract 1259.08; Davis County; Utah,5313,96,58,1,2.3,21,49,Large Suburban,0,309,128,0.117587132075382,0.000343838051146
49049001602,Census Tract 16.02; Utah County; Utah,4135,112,58,1,0.7,12,49,Midsize City,0,231,98,0.058061740209958,0.000165718182944
49057201500,Census Tract 2015; Weber County; Utah,4315,76,58,1,1.6,13,49,Small City,0,82,58,0.111228517790770,0.000586199329995
51095080307,Census Tract 803.07; James City County; Virginia,4365,58,58,1,2.2,23,51,Small Suburban,0,58,58,0.136006175370047,0.001064402296938
51059431801,Census Tract 4318.01; Fairfax County; Virginia,4286,1028,58,1,0.8,21,51,Large Suburban,10,1324,188,0.093751685082544,0.000156085354229
51153901412,Census Tract 9014.12; Prince William County; Virginia,7645,830,58,1,0.3,21,51,Large Suburban,0,1372,167,0.093420131885398,0.000400141146720
51059430901,Census Tract 4309.01; Fairfax County; Virginia,4550,1088,58,1,0.7,21,51,Large Suburban,0,1276,70,0.060200298875782,0.000202860708977
51087200136,Census Tract 2001.36; Henrico County; Virginia,3198,81,58,2,0.9,21,51,Large Suburban,0,142,58,0.072402696193115,0.000260423915122
51550020811,Census Tract 208.11; Chesapeake city; Virginia,5028,176,58,1,1.2,11,51,Large City,0,246,88,0.080186468335304,0.000268835474449
51013101407,Census Tract 1014.07; Arlington County; Virginia,3861,322,58,2,0.2,12,51,Midsize City,9,402,105,0.014728982845946,0.000010518014933
53033029101,Census Tract 291.01; King County; Washington,4397,837,58,1,1.5,12,53,Midsize City,0,1105,63,0.125387388236378,0.000420267074294
53033032327,Census Tract 323.27; King County; Washington,4125,360,58,1,1.7,13,53,Small City,9,427,90,0.240173270247589,0.001951527474014
53033025401,Census Tract 254.01; King County; Washington,3684,479,58,2,0.3,12,53,Midsize City,0,682,121,0.059382331768202,0.000144701344470
53061041100,Census Tract 411; Snohomish County; Washington,4846,464,58,1,0.4,12,53,Midsize City,0,592,113,0.088190748945228,0.000331211233175
54061010104,Census Tract 101.04; Monongalia County; West Virginia,2966,63,58,2,0.8,13,54,Small City,0,101,58,0.096178913284364,0.000177769189485
55079120502,Census Tract 1205.02; Milwaukee County; Wisconsin,5583,405,58,1,1.3,21,55,Large Suburban,0,405,58,0.112503163711017,0.000448282937291
11001001303,Census Tract 13.03; District of Columbia; District of Columbia,3537,186,58,2,0.5,11,11,Large City,0,186,58,0.043037128232143,0.000092825961102
11001004702,Census Tract 47.02; District of Columbia; District of Columbia,3476,192,58,2,0.4,11,11,Large City,18,313,64,0.031987974326010,0.000033987474791
01101005411,Census Tract 54.11; Montgomery County; Alabama,3598,224,57,2,1.6,12,01,Midsize City,0,224,57,0.100437961951825,0.000435583575931
04013110400,Census Tract 1104; Maricopa County; Arizona,5329,163,57,1,0.6,11,04,Large City,0,279,75,0.062392786896408,0.000242059929862
04013422215,Census Tract 4222.15; Maricopa County; Arizona,2281,99,57,2,0.7,11,04,Large City,0,122,63,0.049296070760793,0.000125622744754
04013217300,Census Tract 2173; Maricopa County; Arizona,4669,96,57,1,0.9,12,04,Midsize City,0,158,57,0.064698291081180,0.000242527210917
04013617800,Census Tract 6178; Maricopa County; Arizona,2650,178,57,2,1.5,21,04,Large Suburban,0,183,57,0.078321333017103,0.000276583404362
04019004440,Census Tract 44.40; Pima County; Arizona,4776,446,57,1,2.5,21,04,Large Suburban,0,617,57,0.149238092548607,0.000554812697672
05043490300,Census Tract 4903; Drew County; Arkansas,5632,121,57,1,22.7,41,05,Fringe Rural,0,121,57,0.515644123011692,0.006056379541769
06059074102,Census Tract 741.02; Orange County; California,6438,510,57,1,0.6,11,06,Large City,0,611,92,0.043073728894358,0.000111060057795
06055201006,Census Tract 2010.06; Napa County; California,3455,656,57,2,0.8,22,06,Midsize Suburban,0,949,77,0.055423059909601,0.000163388222786
06071008302,Census Tract 83.02; San Bernardino County; California,2930,121,57,2,2.5,13,06,Small City,0,206,57,0.104148682274307,0.000459957311257
06111001508,Census Tract 15.08; Ventura County; California,4685,636,57,1,0.9,12,06,Midsize City,0,831,161,0.057011603130601,0.000126311812248
06059042106,Census Tract 421.06; Orange County; California,2001,290,57,3,1.1,21,06,Large Suburban,0,368,135,0.072430673986023,0.000240129693988
06059099306,Census Tract 993.06; Orange County; California,6248,354,57,1,0.9,21,06,Large Suburban,0,635,131,0.045791800562959,0.000107117876613
06037183300,Census Tract 1833; Los Angeles County; California,3140,425,57,2,0.3,11,06,Large City,0,647,139,0.030401735820963,0.000053273729835
06037213202,Census Tract 2132.02; Los Angeles County; California,3675,1251,57,2,0.4,11,06,Large City,0,1311,75,0.025411227994820,0.000032993537422
06067007024,Census Tract 70.24; Sacramento County; California,1830,164,57,3,0.5,11,06,Large City,0,207,57,0.041500014056444,0.000072611612237
06079010205,Census Tract 102.05; San Luis Obispo County; California,5568,119,57,1,1.1,13,06,Small City,0,180,75,0.073892641520038,0.000240838577178
06037575300,Census Tract 5753; Los Angeles County; California,4064,725,57,1,0.4,11,06,Large City,0,785,77,0.031908149106346,0.000063106918736
06111008304,Census Tract 83.04; Ventura County; California,5161,470,57,1,1.9,22,06,Midsize Suburban,0,704,84,0.110170700559539,0.000351054708896
06059087803,Census Tract 878.03; Orange County; California,6358,1663,57,1,0.8,21,06,Large Suburban,0,1728,99,0.046493684405310,0.000126914545796
06059088901,Census Tract 889.01; Orange County; California,6559,4120,57,1,0.5,21,06,Large Suburban,17,4371,120,0.064036397445856,0.000190522631808
06037109800,Census Tract 1098; Los Angeles County; California,4625,401,57,1,1.2,11,06,Large City,0,473,84,0.051919988171433,0.000136588272647
06073009706,Census Tract 97.06; San Diego County; California,7197,684,57,1,2.0,11,06,Large City,0,832,160,0.124256912178686,0.000620689806191
06095252904,Census Tract 2529.04; Solano County; California,8433,1686,57,1,2.9,41,06,Fringe Rural,63,1928,79,0.401481059150120,0.005787249936532
06073002711,Census Tract 27.11; San Diego County; California,3772,784,57,2,1.1,11,06,Large City,0,909,95,0.058214838259756,0.000140152435725
06067005510,Census Tract 55.10; Sacramento County; California,5458,601,57,1,0.5,21,06,Large Suburban,0,1366,257,0.032913601367826,0.000066961882637
06019005529,Census Tract 55.29; Fresno County; California,6278,1096,57,1,1.8,11,06,Large City,0,1322,57,0.089364618052741,0.000285500330715
06041104104,Census Tract 1041.04; Marin County; California,5092,149,57,1,1.2,21,06,Large Suburban,13,204,63,0.090417287092462,0.000304313531613
06067007431,Census Tract 74.31; Sacramento County; California,3544,387,57,2,1.0,21,06,Large Suburban,5,478,96,0.050346665397793,0.000118754243828
06073000800,Census Tract 8; San Diego County; California,5105,324,57,1,0.5,11,06,Large City,0,371,71,0.031555244585008,0.000060752467921
06059042336,Census Tract 423.36; Orange County; California,4024,672,57,1,1.3,21,06,Large Suburban,41,887,80,0.072041789128140,0.000191600982136
06073020021,Census Tract 200.21; San Diego County; California,5287,485,57,1,1.0,21,06,Large Suburban,0,611,86,0.079320834400557,0.000279636363997
06059088401,Census Tract 884.01; Orange County; California,5376,2251,57,1,1.2,21,06,Large Suburban,0,2312,92,0.046356092024673,0.000126202380691
06079011201,Census Tract 112.01; San Luis Obispo County; California,4585,233,57,1,3.5,41,06,Fringe Rural,0,457,96,0.136631309670235,0.000755880462666
06001423901,Census Tract 4239.01; Alameda County; California,2205,205,57,3,0.4,12,06,Midsize City,11,378,95,0.034625994497812,0.000038893544673
06059088402,Census Tract 884.02; Orange County; California,4216,1474,57,1,0.4,21,06,Large Suburban,0,1570,81,0.046431397149315,0.000127304137918
06077003310,Census Tract 33.10; San Joaquin County; California,4682,1730,57,1,0.7,11,06,Large City,0,1921,62,0.047553629012263,0.000115499873854
06065045613,Census Tract 456.13; Riverside County; California,1842,99,57,3,4.9,21,06,Large Suburban,0,99,57,0.133849147107849,0.000821915819885
06037503702,Census Tract 5037.02; Los Angeles County; California,5165,466,57,1,1.0,21,06,Large Suburban,0,685,138,0.057307047213224,0.000162418899380
08059011804,Census Tract 118.04; Jefferson County; Colorado,4047,410,57,1,1.3,21,08,Large Suburban,0,459,66,0.070893086354752,0.000204577854651
08031003702,Census Tract 37.02; Denver County; Colorado,4854,70,57,1,0.2,11,08,Large City,3,281,75,0.036803625144127,0.000074640929185
08035014115,Census Tract 141.15; Douglas County; Colorado,4195,139,57,1,1.6,21,08,Large Suburban,0,259,63,0.066503623626398,0.000270700793956
08043978400,Census Tract 9784; Fremont County; Colorado,2525,57,57,2,1.0,32,08,Distant Town,0,135,71,0.180607315282755,0.000871637390725
09170150400,Census Tract 1504; South Central Connecticut Planning Region; Connecticut,3973,199,57,1,1.4,21,09,Large Suburban,0,216,57,0.062576741258188,0.000170828357747
12086008425,Census Tract 84.25; Miami-Dade County; Florida,2018,69,57,3,0.8,13,12,Small City,0,157,70,0.052100670269915,0.000138727457160
12057002500,Census Tract 25; Hillsborough County; Florida,6419,353,57,1,0.8,11,12,Large City,0,353,57,0.062744283856109,0.000245571914043
12021010420,Census Tract 104.20; Collier County; Florida,7539,57,57,1,1.3,21,12,Large Suburban,0,57,57,0.065139981870055,0.000210099073275
12099007831,Census Tract 78.31; Palm Beach County; Florida,3524,114,57,2,4.3,41,12,Fringe Rural,0,144,57,0.194336575008965,0.001065284789072
12083002402,Census Tract 24.02; Marion County; Florida,6386,164,57,1,5.3,41,12,Fringe Rural,38,280,57,0.364495014663135,0.003842206749364
12103027325,Census Tract 273.25; Pinellas County; Florida,3486,91,57,2,1.8,21,12,Large Suburban,0,91,57,0.095552446132324,0.000472266555270
12069031308,Census Tract 313.08; Lake County; Florida,6453,477,57,1,3.7,41,12,Fringe Rural,0,499,79,0.306407365039330,0.003506975574494
12117021617,Census Tract 216.17; Seminole County; Florida,7070,643,57,1,1.4,21,12,Large Suburban,0,703,57,0.104975494759502,0.000638786221527
12019030801,Census Tract 308.01; Clay County; Florida,5607,85,57,1,1.5,21,12,Large Suburban,0,85,57,0.133926112889854,0.000748562077216
12117021000,Census Tract 210; Seminole County; Florida,5823,539,57,1,5.0,41,12,Fringe Rural,0,684,57,0.362925780919766,0.006353684010510
12011110368,Census Tract 1103.68; Broward County; Florida,3080,248,57,2,1.4,21,12,Large Suburban,0,309,118,0.044483652835825,0.000122748815234
13089020100,Census Tract 201; DeKalb County; Georgia,2128,94,57,3,1.9,11,13,Large City,0,140,68,0.050977592605617,0.000106512035169
13057090806,Census Tract 908.06; Cherokee County; Georgia,4966,307,57,1,2.1,21,13,Large Suburban,0,307,57,0.117657438461037,0.000725271498384
13089021227,Census Tract 212.27; DeKalb County; Georgia,5299,1096,57,1,0.9,13,13,Small City,0,1300,57,0.071934096409877,0.000233377171624
15003008001,Census Tract 80.01; Honolulu County; Hawaii,2826,1503,57,2,1.0,,,,0,2503,420,0.095433407975862,0.000164840676195
15003008706,Census Tract 87.06; Honolulu County; Hawaii,3969,1578,57,1,1.3,,,,0,2930,591,0.082880967072942,0.000261387226999
15001020701,Census Tract 207.01; Hawaii County; Hawaii,5156,2407,57,1,0.6,33,15,Remote Town,0,4613,779,0.102468204728897,0.000410189010659
17113000400,Census Tract 4; McLean County; Illinois,2752,180,57,2,0.7,22,17,Midsize Suburban,0,184,57,0.049082109249703,0.000125493205258
17031031000,Census Tract 310; Cook County; Illinois,3797,453,57,2,0.6,11,17,Large City,14,508,57,0.027303839238739,0.000046245775837
17093890105,Census Tract 8901.05; Kendall County; Illinois,8731,829,57,1,4.1,41,17,Fringe Rural,0,1283,187,0.255898894146772,0.003420138802274
17043845802,Census Tract 8458.02; DuPage County; Illinois,3619,353,57,2,0.7,21,17,Large Suburban,0,362,57,0.089518798831031,0.000308761809542
17031242100,Census Tract 2421; Cook County; Illinois,3825,240,57,1,0.2,11,17,Large City,0,608,74,0.024321177233241,0.000035567919506
17119403603,Census Tract 4036.03; Madison County; Illinois,1866,94,57,3,2.2,41,17,Fringe Rural,0,179,92,0.142920347470848,0.000799135595001
17031243500,Census Tract 2435; Cook County; Illinois,4550,264,57,1,0.6,11,17,Large City,0,332,57,0.034136909994121,0.000071150532889
17031243200,Census Tract 2432; Cook County; Illinois,2364,268,57,2,0.8,11,17,Large City,6,377,107,0.024194542008937,0.000035206608824
18035000903,Census Tract 9.03; Delaware County; Indiana,2649,123,57,2,0.7,13,18,Small City,0,159,57,0.065685479234882,0.000260349097515
18073101100,Census Tract 1011; Jasper County; Indiana,3315,57,57,2,5.7,42,18,Distant Rural,0,78,57,0.535426933949971,0.014135667593335
19061000100,Census Tract 1; Dubuque County; Iowa,2301,86,57,2,1.5,13,19,Small City,0,87,57,0.121722575052106,0.000759333080087
19153002700,Census Tract 27; Polk County; Iowa,3445,233,57,2,0.6,12,19,Midsize City,0,253,57,0.066306595301192,0.000189849680849
22071002501,Census Tract 25.01; Orleans Parish; Louisiana,2618,65,57,2,2.3,11,22,Large City,0,85,63,0.041618594755407,0.000089881060236
22051024202,Census Tract 242.02; Jefferson Parish; Louisiana,5153,716,57,1,1.0,21,22,Large Suburban,0,842,94,0.129908506178851,0.000734965067483
23005001100,Census Tract 11; Cumberland County; Maine,2569,99,57,2,0.4,13,23,Small City,0,108,57,0.029547840066237,0.000038706822995
23005001500,Census Tract 15; Cumberland County; Maine,3724,72,57,2,1.1,13,23,Small City,0,121,69,0.058786177191450,0.000191683372459
23019010000,Census Tract 100; Penobscot County; Maine,6618,57,57,1,8.0,41,23,Fringe Rural,0,57,57,0.457673973737550,0.010843396144670
24031705701,Census Tract 7057.01; Montgomery County; Maryland,4657,278,57,1,0.7,13,24,Small City,0,367,57,0.068660553055749,0.000199846821761
24031701415,Census Tract 7014.15; Montgomery County; Maryland,8437,1063,57,1,1.7,21,24,Large Suburban,11,1452,91,0.123103131875495,0.000745056651282
24005408506,Census Tract 4085.06; Baltimore County; Maryland,5001,176,57,1,0.7,21,24,Large Suburban,0,197,57,0.096368516067208,0.000198847097343
24033800518,Census Tract 8005.18; Prince George's County; Maryland,3843,106,57,1,2.7,21,24,Large Suburban,0,113,57,0.195883902759978,0.001350608170183
24031700101,Census Tract 7001.01; Montgomery County; Maryland,4722,355,57,1,4.4,41,24,Fringe Rural,0,413,70,0.287683276606493,0.003111311364199
24005406000,Census Tract 4060; Baltimore County; Maryland,5570,76,57,1,9.6,42,24,Distant Rural,0,76,57,0.472059084162542,0.010061574643029
25017311700,Census Tract 3117; Middlesex County; Massachusetts,4840,2479,57,1,0.3,21,25,Large Suburban,0,2550,57,0.042219679175773,0.000082124015347
25027761401,Census Tract 7614.01; Worcester County; Massachusetts,4371,95,57,1,6.8,41,25,Fringe Rural,0,171,84,0.327786561477919,0.004880039876471
25005633100,Census Tract 6331; Bristol County; Massachusetts,5956,61,57,1,2.6,41,25,Fringe Rural,0,61,57,0.341787933860863,0.005989670468289
25025140105,Census Tract 1401.05; Suffolk County; Massachusetts,3641,68,57,2,1.3,11,25,Large City,0,156,59,0.042990453666153,0.000108011953550
25015821904,Census Tract 8219.04; Hampshire County; Massachusetts,3145,144,57,2,0.5,13,25,Small City,0,219,61,0.068965440715270,0.000132496097742
25005632100,Census Tract 6321; Bristol County; Massachusetts,6904,84,57,1,3.0,41,25,Fringe Rural,0,139,57,0.220808442461680,0.002629419494996
25015822607,Census Tract 8226.07; Hampshire County; Massachusetts,4645,58,57,1,2.7,41,25,Fringe Rural,0,86,70,0.746215052597370,0.021135661284322
26161444000,Census Tract 4440; Washtenaw County; Michigan,6632,113,57,1,8.3,41,26,Fringe Rural,0,134,57,0.394604748365599,0.009390386841995
